context,context_label,chinese,english,source_file:line
property_name,属性名,节点预览图,Node Minimap,addon_prefs.py:129; ops\nodetree\nodetree_minimap_preview.py:306
property_name,属性名,范围端点 A,Range Endpoint A,ops\nodetree\nodetree_color_ramp_tools.py:226
property_name,属性名,范围端点 B,Range Endpoint B,ops\nodetree\nodetree_color_ramp_tools.py:227
draw_label,Panel 标签,虚拟边界规则,Virtual Boundary Rules,ops\view3d\view3d_mesh_custom_island_expand.py:66
property_desc,属性描述,要应用的颜色,Color to apply,ops\view3d\view3d_mesh_vertex_color_tool.py:14
property_desc,属性描述,要打开的图像文件路径,Path to the image file to open,ops\nodetree\nodetree_open_in_external_editor.py:133
property_desc,属性描述,要渲染的帧编号,Frame number to render,ops\other\other_background_render.py:176
property_name,属性名,覆盖,Override,ops\view3d\view3d_collection_visibility.py:45
property_name,属性名,视口角度阈值,Viewport Angle Threshold,ops\view3d\view3d_mesh_filter_batch_selector.py:267
report,报告消息,视图已对齐到面法线,View aligned to face normal,ops\view3d\view3d_mesh_align_view_to_normal.py:203
property_name,属性名,角度比较,Angle Compare,ops\view3d\view3d_mesh_filter_batch_selector.py:47
property_name,属性名,角度阈值,Angle Threshold,ops\view3d\view3d_mesh_filter_batch_selector.py:33
property_name,属性名,角度限制,Angle Limit,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:81
button_text,Operator 按钮文本,解散空物体组,Dissolve Empty Group,menu\outliner_mt.py:11; menu\outliner_mt.py:11; ops\outliner\outliner_create_empty_group.py:57
property_desc,属性描述,解释为何需要剪贴板访问权限（≤64字，不以标点结尾）,"Explain why clipboard access is needed (<=64 chars, no ending punctuation)",ops\other\other_addon_pack.py:224
property_desc,属性描述,解释为何需要摄像头访问权限（≤64字，不以标点结尾）,"Explain why camera access is needed (<=64 chars, no ending punctuation)",ops\other\other_addon_pack.py:226
property_desc,属性描述,解释为何需要文件系统访问权限（≤64字，不以标点结尾）,"Explain why filesystem access is needed (<=64 chars, no ending punctuation)",ops\other\other_addon_pack.py:220
property_desc,属性描述,解释为何需要网络访问权限（≤64字，不以标点结尾）,"Explain why network access is needed (<=64 chars, no ending punctuation)",ops\other\other_addon_pack.py:222
property_desc,属性描述,解释为何需要麦克风访问权限（≤64字，不以标点结尾）,"Explain why microphone access is needed (<=64 chars, no ending punctuation)",ops\other\other_addon_pack.py:228
button_text,Operator 按钮文本,设为视口原点,Set Viewport Origin,menu\blender_mt_custom.py:203; menu\blender_mt_custom.py:203
button_text,Operator 按钮文本,设父级色,Set Parent Color,ops\other\other_object_dye_tool.py:174; ops\other\other_object_dye_tool.py:358; ops\other\other_object_dye_tool.py:358
button_text,Operator 按钮文本,设置原点,Set Origin,ops\nodetree\nodetree_node_tools.py:7
property_desc,属性描述,设置处理顶点组的模式,Set mode for processing vertex groups,ops\view3d\view3d_mesh_add_vertex_group.py:31
property_desc,属性描述,设置批量处理所适用的修改器范围,Set the modifier scope for batch processing,ops\view3d\view3d_obj_modifier_tools.py:31
property_desc,属性描述,设置每行显示的图标数量,Set the number of icons shown per row,ops\nodetree\nodetree_ramp_library.py:458
button_text,Operator 按钮文本,设置相机背景,Set Camera Background,ops\view3d\view3d_obj_camera_background.py:43
button_text,Operator 按钮文本,设置预设,Set Preset,ops\nodetree\nodetree_color_curve_tools.py:52
button_text,Operator 按钮文本,设集合色,Set Collection Color,ops\other\other_object_dye_tool.py:148; ops\other\other_object_dye_tool.py:357; ops\other\other_object_dye_tool.py:357
report,报告消息,该顶点组为空,This vertex group is empty,ops\view3d\view3d_mesh_vertex_group_stats.py:188
draw_label,Panel 标签,详情功能介绍，请点击下方【功能介绍】按钮,"For detailed features, click the Feature Overview button below",addon_prefs.py:28
property_name,属性名,详细设置,Detail Settings,ops\nodetree\nodetree_ramp_library.py:450
report,报告消息,请先保存工程文件,Please Save Project File First,ops\filebrowser\filebrowser_jump_to_blender_folder.py:152
report,报告消息,请先在交互模式中点击目标边,Click a target edge in interactive mode first,ops\view3d\view3d_mesh_select_ring_edges.py:336
report,报告消息,请先选中一个网格物体,Select a mesh object first,ops\view3d\view3d_obj_visual_uv_projection.py:245
report,报告消息,请先选中一个节点,Please Select a Node First,ops\nodetree\nodetree_compositor_add_output_node.py:23
report,报告消息,请先选中要复制的元素,Select elements to copy first,ops\view3d\view3d_obj_elements_clipboard.py:68
report,报告消息,请先选中要焊接的面,Select faces to weld first,ops\view3d\view3d_mesh_weld_coplanar.py:37
report,报告消息,请先选择至少一个面,Select at least one face,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:439
report,报告消息,请先选择至少一条边,Select at least one edge,ops\view3d\view3d_mesh_edge_to_face.py:36; ops\view3d\view3d_mesh_intersect_edges.py:115; ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:158; ops\view3d\view3d_mesh_select_ring_edges.py:172
report,报告消息,请先选择节点,Please Select Nodes First,ops\nodetree\nodetree_image_to_environment_node.py:23
report,报告消息,请在3D视图的编辑模式下运行,Run in Edit Mode in the 3D Viewport,ops\view3d\view3d_mesh_select_face_region.py:114; ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:267; ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:124; ops\view3d\view3d_mesh_select_ring_edges.py:279; ops\view3d\view3d_mesh_select_sharp_chain.py:154
report,报告消息,请在三维视图中运行,Run in the 3D Viewport,ops\view3d\view3d_mesh_align_view_to_normal.py:147
report,报告消息,请在文件浏览器中使用,Please Use in File Browser,ops\filebrowser\filebrowser_jump_to_blender_folder.py:54; ops\filebrowser\filebrowser_jump_to_blender_folder.py:84
draw_label,Panel 标签,请在此输入文本，支持多语言：,Enter Text Here (Multilingual):,ops\texteditor\texteditor_editing_tool.py:557
report,报告消息,请在物体模式下执行,Please Execute in Object Mode,ops\view3d\view3d_obj_apply_all_modifiers.py:23
report,报告消息,请在编辑模式下使用,Use in Edit Mode,ops\view3d\view3d_mesh_edge_loop_select.py:211; ops\view3d\view3d_mesh_face_loop_select.py:232
report,报告消息,请在网格编辑模式使用,Please Use in Edit Mesh Mode,ops\view3d\view3d_mesh_filter_batch_selector.py:177; ops\view3d\view3d_mesh_filter_batch_selector.py:483
report,报告消息,请在节点编辑器中运行,Please Run in Node Editor,ops\nodetree\nodetree_convert_image_to_gradient.py:657
report,报告消息,请在节点编辑器中运行此操作符。,Please Run This Operator in Node Editor.,ops\nodetree\nodetree_preview_selected_image.py:130
draw_label,Panel 标签,请知悉并确认是否继续？,Are You Sure You Want to Continue?,ops\other\other_system_optimization.py:146
draw_label,Panel 标签,请确保剪贴板存在图像数据,Ensure Clipboard Has Image Data,menu\nodetree_add_mt.py:19
report,报告消息,请至少保留一张筛查卡片,Please Keep at Least One Filter Card,ops\view3d\view3d_obj_filter_batch_selector.py:181
report,报告消息,请至少选中 2 组片段,Please Select at Least 2 Groups,ops\sequencer\sequencer_stack_simple.py:21; ops\sequencer\sequencer_stack_simple.py:50; ops\sequencer\sequencer_stack_strips.py:42; ops\sequencer\sequencer_swap_strips.py:23
report,报告消息,请至少选择一个面,Select at least one face,ops\view3d\view3d_mesh_face_loop_select.py:240
report,报告消息,请至少选择一条边,Select at least one edge,ops\view3d\view3d_mesh_edge_loop_select.py:218
draw_label,Panel 标签,请选中至少一个曲线节点,Select at Least One Curve Node,menu\nodetree_mt.py:144
report,报告消息,请选中至少一个集合实例,Select at least one collection instance,ops\outliner\outliner_collection_instance.py:326; ops\outliner\outliner_collection_instance.py:383
draw_label,Panel 标签,请选中至少一个颜色渐变条节点,Select at Least One Color Ramp Node,menu\nodetree_mt.py:107
report,报告消息,请选择一个图像节点。,Please Select an Image Node.,ops\nodetree\nodetree_preview_selected_image.py:138
report,报告消息,请选择一个带有输出端口的活动节点,Please Select an Active Node With Output Sockets,ops\nodetree\nodetree_compositor_bake_node.py:102
report,报告消息,请选择一个网格对象,Select a mesh object,ops\view3d\view3d_mesh_face_loop_select.py:228
report,报告消息,请选择带图像的节点,Please Select a Node With an Image,ops\nodetree\nodetree_convert_image_to_gradient.py:630; ops\nodetree\nodetree_convert_image_to_gradient.py:974
report,报告消息,请选择网格对象,Select a mesh object,ops\view3d\view3d_mesh_weld_coplanar.py:28
button_text,Operator 按钮文本,读取节点信息,Read Node Info,ops\nodetree\nodetree_developer_tool.py:7
draw_label,Panel 标签,调整画布,Adjust Canvas,ops\nodetree\nodetree_convert_image_to_gradient.py:272
property_name,属性名,起始帧,Start Frame,ops\other\other_background_render.py:178; ops\other\other_background_render.py:214
property_name,属性名,起始帧≥,Start Frame >=,ops\view3d\view3d_obj_filter_batch_selector.py:261
property_name,属性名,起始编号,Start Number,ops\filebrowser\filebrowser_file_tools.py:44
property_name,属性名,跳跃阈值,Jump Threshold,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:90
button_text,Operator 按钮文本,跳转到文件所在层级,Jump to File Location,menu\filebrowser_mt.py:18; menu\filebrowser_mt.py:18; ops\filebrowser\filebrowser_jump_to_blender_folder.py:78
button_text,Operator 按钮文本,跳转工程文件夹,Jump to Project Folder,menu\filebrowser_mt.py:25; menu\filebrowser_mt.py:25
button_text,Operator 按钮文本,跳转文件夹,Jump to Folder,ops\filebrowser\filebrowser_jump_to_blender_folder.py:130
button_text,Operator 按钮文本,跳转输出文件夹,Jump to Output Folder,menu\filebrowser_mt.py:31; menu\filebrowser_mt.py:31
button_text,Operator 按钮文本,转换,Convert,ops\nodetree\nodetree_image_to_environment_node.py:7
button_text,Operator 按钮文本,转换【图像/环境纹理】,Convert Image/Environment Texture,menu\nodetree_mt.py:85; menu\nodetree_mt.py:85
button_text,Operator 按钮文本,转换为大写,Convert to Uppercase,menu\texteditor_mt.py:30; menu\texteditor_mt.py:30
button_text,Operator 按钮文本,转换为小写,Convert to Lowercase,menu\texteditor_mt.py:32; menu\texteditor_mt.py:32
button_text,Operator 按钮文本,转换图像为渐变条,Convert Image to Gradient,menu\nodetree_mt.py:88; menu\nodetree_mt.py:88
button_text,Operator 按钮文本,转换控制点,Convert Control Points,menu\nodetree_mt.py:157; menu\nodetree_mt.py:157
button_text,Operator 按钮文本,转换类型,Convert Type,ops\nodetree\nodetree_color_curve_tools.py:845
property_name,属性名,轴向,Axis,ops\nodetree\nodetree_color_curve_tools.py:713
property_desc,属性描述,输入名称关键字进行筛查,Enter name keyword to filter,ops\nodetree\nodetree_ramp_library.py:456
property_desc,属性描述,"输入数学表达式，例如 sin(x*pi), x**2, 1-x 等","Enter a math expression, e.g. sin(x*pi), x**2, 1-x",ops\nodetree\nodetree_color_curve_tools.py:84
property_name,属性名,输入文本,Input Text,ops\texteditor\texteditor_editing_tool.py:474
property_desc,属性描述,输入集合名称,Enter collection name,ops\view3d\view3d_collection_visibility.py:43
property_desc,属性描述,边数量为三的面,Face with three edges,ops\view3d\view3d_mesh_topology_hud.py:134
property_desc,属性描述,边数量大于四的面,Face with more than four edges,ops\view3d\view3d_mesh_topology_hud.py:137
property_name,属性名,边数阈值,Edge Count Threshold,ops\view3d\view3d_mesh_topology_hud.py:152
property_name,属性名,边界混合,Blend Edges,ops\nodetree\nodetree_shader_bake_node.py:143
property_name,属性名,边界硬度,Edge Hardness,ops\nodetree\nodetree_shader_bake_node.py:144
property_name,属性名,边界边,Boundary Edge,ops\view3d\view3d_mesh_topology_hud.py:144
property_name,属性名,边类型,Edge Type,ops\view3d\view3d_mesh_filter_batch_selector.py:66
property_name,属性名,边缘点 (锐角),Sharp Corner Point,ops\view3d\view3d_mesh_topology_hud.py:140
property_name,属性名,边距,Margin,ops\nodetree\nodetree_shader_bake_node.py:132
property_name,属性名,过滤,Filter,ops\filebrowser\filebrowser_file_tools.py:48
property_name,属性名,近似阈值,Approx Tolerance,ops\view3d\view3d_obj_filter_batch_selector.py:82
draw_label,Panel 标签,这是自定义内容,Custom Content,ops\other\other_developer_panel_picker.py:234
property_name,属性名,连接边≤,Connected Edges <=,ops\view3d\view3d_mesh_filter_batch_selector.py:256
property_name,属性名,连接边≥,Connected Edges >=,ops\view3d\view3d_mesh_filter_batch_selector.py:255
property_name,属性名,迭代次数,Iterations,ops\nodetree\nodetree_color_ramp_tools.py:315
draw_label,Panel 标签,退出操作,Exit Operation,ops\nodetree\nodetree_convert_image_to_gradient.py:274
report,报告消息,退出融并模态,Exited weld mode,ops\view3d\view3d_mesh_modal_weld.py:161
button_text,Operator 按钮文本,选中相似颜色,Select Similar Color,ops\view3d\view3d_mesh_vertex_color_tool.py:131
button_text,Operator 按钮文本,选中颜色,Select Color,ops\view3d\view3d_mesh_vertex_color_tool.py:227; ops\view3d\view3d_mesh_vertex_color_tool.py:227
button_text,Operator 按钮文本,选区内行排序,Sort Lines in Selection,menu\texteditor_mt.py:43; menu\texteditor_mt.py:43; ops\texteditor\texteditor_editing_tool.py:270
property_name,属性名,选取 (N),Pick (N),ops\view3d\view3d_mesh_edge_loop_select.py:49
button_text,Operator 按钮文本,选择,Select,ops\view3d\view3d_mesh_topology_hud.py:925
button_text,Operator 按钮文本,选择并排边环（交互）,Select Edge Ring (Interactive),menu\view3d_nonmanifold_mt.py:12; menu\view3d_nonmanifold_mt.py:12; ops\view3d\view3d_mesh_select_ring_edges.py:223
button_text,Operator 按钮文本,选择并排边环（批处理）,Select Edge Ring (Batch),menu\view3d_nonmanifold_mt.py:11; menu\view3d_nonmanifold_mt.py:11; ops\view3d\view3d_mesh_select_ring_edges.py:124
property_desc,属性描述,选择循环面扩选的方向,Select the expansion direction for face loops,ops\view3d\view3d_mesh_face_loop_select.py:54
property_desc,属性描述,选择打开或跳转文件夹的模式,Choose to open or jump to folder,ops\filebrowser\filebrowser_jump_to_blender_folder.py:134; ops\filebrowser\filebrowser_jump_to_blender_folder.py:141
button_text,Operator 按钮文本,选择拓扑,Select Topology,ops\view3d\view3d_mesh_topology_hud.py:788
property_name,属性名,选择模式,Selection Mode,ops\view3d\view3d_mesh_edge_loop_select.py:40
property_name,属性名,选择相机,Select Camera,ops\other\other_active_camera_dropdown.py:69
button_text,Operator 按钮文本,选择空物体 Gizmo,Select Empty Gizmo,ops\view3d\view3d_empty_wireframe.py:97
property_name,属性名,选择范围,Selection Range,ops\view3d\view3d_obj_filter_batch_selector.py:104
property_desc,属性描述,选择要保存的文件格式,Choose the file format to save,ops\nodetree\nodetree_compositor_bake_node.py:56
property_desc,属性描述,选择要应用的曲线预设,Choose a curve preset to apply,ops\nodetree\nodetree_color_curve_tools.py:58
draw_label,Panel 标签,选择要提取的源通道:,Select Source Channel to Extract:,ops\nodetree\nodetree_color_curve_tools.py:340
draw_label,Panel 标签,选择要重置的通道:,Select Channels to Reset:,ops\nodetree\nodetree_color_curve_tools.py:611
property_desc,属性描述,选择进行镜像的轴向,Select the axis for mirroring,ops\view3d\view3d_obj_mirror.py:110
button_text,Operator 按钮文本,选择锐边/边界连续链,Select Sharp/Boundary Chain,menu\blender_mt_custom.py:32; menu\blender_mt_custom.py:32; ops\view3d\view3d_mesh_select_sharp_chain.py:80
property_desc,属性描述,选择镜像副本的类型,Select the type of mirrored copy,ops\view3d\view3d_obj_mirror.py:146
button_text,Operator 按钮文本,选择闭合区域,Select Enclosed Region,ops\view3d\view3d_mesh_select_region_by_loop.py:28
button_text,Operator 按钮文本,选择非流形循环边（交互）,Select Non-Manifold Loop Edge (Interactive),menu\view3d_nonmanifold_mt.py:15; menu\view3d_nonmanifold_mt.py:15; ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:211
button_text,Operator 按钮文本,选择非流形循环边（批处理）,Select Non-Manifold Loop Edge (Batch),menu\view3d_nonmanifold_mt.py:14; menu\view3d_nonmanifold_mt.py:14; ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:111
button_text,Operator 按钮文本,选择非流形循环面,Select Non-Manifold Loop Face,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:95
button_text,Operator 按钮文本,选择非流形循环面（交互）,Select Non-Manifold Loop Face (Interactive),menu\view3d_nonmanifold_mt.py:18; menu\view3d_nonmanifold_mt.py:18
button_text,Operator 按钮文本,选择非流形循环面（批处理）,Select Non-Manifold Loop Face (Batch),menu\view3d_nonmanifold_mt.py:17; menu\view3d_nonmanifold_mt.py:17; ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:391
button_text,Operator 按钮文本,选择面区域（锐边分界）,Select Face Region (Sharp Boundary),menu\blender_mt_custom.py:29; menu\blender_mt_custom.py:29; ops\view3d\view3d_mesh_select_face_region.py:54
property_name,属性名,通道,Channel,ops\nodetree\nodetree_color_curve_tools.py:522
property_name,属性名,逻辑关系,Logic Relation,ops\view3d\view3d_obj_filter_batch_selector.py:114
property_desc,属性描述,遇到锐边时停止扩选,Stop expansion when hitting a sharp edge,ops\view3d\view3d_mesh_select_ring_edges.py:115; ops\view3d\view3d_mesh_select_ring_edges.py:151; ops\view3d\view3d_mesh_select_ring_edges.py:251
property_desc,属性描述,邻边大于阈值的点,Vertex where adjacent edge count exceeds the threshold,ops\view3d\view3d_mesh_topology_hud.py:150
property_desc,属性描述,邻边夹角小于阈值的顶点,Vertex where the angle between adjacent edges is below the threshold,ops\view3d\view3d_mesh_topology_hud.py:140
property_name,属性名,邻面≤,Adjacent Faces ≤,ops\view3d\view3d_mesh_filter_batch_selector.py:270
property_name,属性名,邻面≥,Adjacent Faces ≥,ops\view3d\view3d_mesh_filter_batch_selector.py:269
property_desc,属性描述,邻面大于2的边,Edge with more than 2 adjacent faces,ops\view3d\view3d_mesh_topology_hud.py:147
button_text,Operator 按钮文本,配置并开始后台渲染,Configure & Start Background Render,ops\other\other_background_render.py:270
property_name,属性名,采样数,Sample Count,ops\nodetree\nodetree_shader_bake_node.py:130
button_text,Operator 按钮文本,重命名文件夹,Rename Folder,menu\filebrowser_mt.py:37; menu\filebrowser_mt.py:37
button_text,Operator 按钮文本,重命名预设,Rename Preset,ops\nodetree\nodetree_ramp_library.py:333
button_text,Operator 按钮文本,重建缓存,Rebuild Cache,ops\filebrowser\filebrowser_jump_to_active_folder.py:68
button_text,Operator 按钮文本,重算矢量,Recompute Vectors,ops\view3d\view3d_mesh_reset_local_normals.py:10
button_text,Operator 按钮文本,重置通道,Reset Channel,menu\nodetree_mt.py:151; menu\nodetree_mt.py:151; ops\nodetree\nodetree_color_curve_tools.py:583
button_text,Operator 按钮文本,重载图像,Reload Image,menu\nodetree_mt.py:79; menu\nodetree_mt.py:79; ops\nodetree\nodetree_open_in_external_editor.py:194
button_text,Operator 按钮文本,重载子模块,Reload Submodules,__init__.py:17
property_name,属性名,钳制在 0-1,Clamp to 0-1,ops\nodetree\nodetree_color_curve_tools.py:715
property_name,属性名,钳制结果 (0-1),Clamp Result (0-1),ops\nodetree\nodetree_color_curve_tools.py:140
draw_label,Panel 标签,锁定控制点,Lock Control Point,ops\nodetree\nodetree_convert_image_to_gradient.py:282
property_name,属性名,锐点处停止,Stop at Sharp Corner,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:102
property_name,属性名,锐边,Sharp Edge,ops\view3d\view3d_mesh_custom_island_expand.py:53; ops\view3d\view3d_mesh_custom_island_expand.py:53
button_text,Operator 按钮文本,错位堆叠片段,Staggered Stack Strips,menu\sequencer_mt.py:17; menu\sequencer_mt.py:17
button_text,Operator 按钮文本,镜像物体,Mirror Object,menu\blender_mt_custom.py:132; menu\blender_mt_custom.py:132
property_name,属性名,镜像色标,Mirror Stops,ops\nodetree\nodetree_color_ramp_tools.py:82
property_name,属性名,镜像轴向,Mirror Axis,ops\view3d\view3d_obj_mirror.py:109
property_name,属性名,镜像轴心 (位置),Mirror Pivot (Location),ops\view3d\view3d_obj_mirror.py:133
button_text,Operator 按钮文本,镜像选中的物体对象,Mirror Selected Objects,ops\view3d\view3d_obj_mirror.py:104
property_name,属性名,长度≤,Length <=,ops\view3d\view3d_mesh_filter_batch_selector.py:250
property_name,属性名,长度≥,Length >=,ops\view3d\view3d_mesh_filter_batch_selector.py:249
draw_label,Panel 标签,间隔模式:,Interval Mode:,ops\view3d\view3d_mesh_edge_loop_select.py:87; ops\view3d\view3d_mesh_face_loop_select.py:88
property_name,属性名,阈值,Threshold,ops\view3d\view3d_mesh_vertex_color_tool.py:32; ops\view3d\view3d_mesh_vertex_color_tool.py:219
property_name,属性名,限制在 0-1 之间,Clamp Between 0 and 1,ops\nodetree\nodetree_color_curve_tools.py:87
button_text,Operator 按钮文本,随机控制点,Randomize Control Points,menu\nodetree_mt.py:155; menu\nodetree_mt.py:155; ops\nodetree\nodetree_color_curve_tools.py:709
button_text,Operator 按钮文本,随机渐变,Randomize Gradient,ops\nodetree\nodetree_color_ramp_tools.py:364
property_name,属性名,随机系数,Random Factor,ops\nodetree\nodetree_color_curve_tools.py:714
button_text,Operator 按钮文本,随机颜色,Random Color,ops\other\other_material_dye_tool.py:54; ops\other\other_material_dye_tool.py:134; ops\other\other_material_dye_tool.py:134; ops\other\other_object_dye_tool.py:92; ops\other\other_object_dye_tool.py:355; ops\other\other_object_dye_tool.py:355
button_text,Operator 按钮文本,集合可见性覆盖,Collection Visibility Override,ops\view3d\view3d_collection_visibility.py:87
report,报告消息,集合可见性驱动器已刷新,Collection visibility drivers refreshed,ops\view3d\view3d_collection_visibility.py:82
property_name,属性名,集合名,Collection Name,ops\view3d\view3d_collection_visibility.py:43
button_text,Operator 按钮文本,集合转空对象,Collections to Empties,menu\outliner_mt.py:14; menu\outliner_mt.py:14; ops\outliner\outliner_convert_empty_collection.py:140
property_name,属性名,非平面四边面,Non-Planar Quad,ops\view3d\view3d_mesh_topology_hud.py:154
button_text,Operator 按钮文本,非流形循环选取,Non-Manifold Loop Selection,menu\blender_mt_custom.py:19; menu\view3d_nonmanifold_mt.py:6
property_name,属性名,非流形边,Non-Manifold Edge,ops\view3d\view3d_mesh_topology_hud.py:147
property_name,属性名,面偏移,Face Offset,ops\view3d\view3d_mesh_topology_hud.py:125
button_text,Operator 按钮文本,面板提取,Panel Picker,menu\developer_tools_pt.py:24; menu\developer_tools_pt.py:24
button_text,Operator 按钮文本,面板提取器,Panel Extractor,ops\other\other_developer_panel_picker.py:123
property_name,属性名,面板选择,Panel Selection,addon_prefs.py:151
report,报告消息,面板选择模式已取消,Panel selection mode cancelled,ops\other\other_developer_panel_picker.py:132
report,报告消息,面板选择模式已激活，右键菜单已注册,Panel selection mode active; context menu registered,ops\other\other_developer_panel_picker.py:136
property_name,属性名,面积≤,Area <=,ops\view3d\view3d_mesh_filter_batch_selector.py:253
property_name,属性名,面积≥,Area >=,ops\view3d\view3d_mesh_filter_batch_selector.py:252
property_name,属性名,面边数≤,Face Edges <=,ops\view3d\view3d_mesh_filter_batch_selector.py:259
property_name,属性名,面边数≥,Face Edges >=,ops\view3d\view3d_mesh_filter_batch_selector.py:258
property_desc,属性描述,面边缘处的边（邻面为1的边）,Edge at the boundary of a face (edge with 1 adjacent face),ops\view3d\view3d_mesh_topology_hud.py:144
property_name,属性名,顶点≤,Vertices <=,ops\view3d\view3d_obj_filter_batch_selector.py:228
property_name,属性名,顶点≥,Vertices >=,ops\view3d\view3d_obj_filter_batch_selector.py:227
property_desc,属性描述,顶点与边的距离小于此阈值时进行焊接,Vertices are welded when their distance to an edge is below this threshold,ops\view3d\view3d_mesh_weld_verts_to_edges.py:29
property_desc,属性描述,顶点圆点的屏幕像素半径,Screen pixel radius of vertex dots,ops\view3d\view3d_mesh_topology_hud.py:126
button_text,Operator 按钮文本,顶点数量染色,Vertex Count Color,ops\other\other_object_dye_tool.py:253; ops\other\other_object_dye_tool.py:360; ops\other\other_object_dye_tool.py:360
property_name,属性名,顶点组,Vertex Group,ops\view3d\view3d_mesh_add_vertex_group.py:40; ops\view3d\view3d_mesh_add_vertex_group.py:121
property_name,属性名,顶点组关键词,Vertex Group Keyword,ops\view3d\view3d_mesh_filter_batch_selector.py:35; ops\view3d\view3d_mesh_filter_batch_selector.py:272
button_text,Operator 按钮文本,预览图像节点,Preview Image Node,menu\nodetree_mt.py:73; menu\nodetree_mt.py:73
button_text,Operator 按钮文本,预览图像节点（ESC 退出）,Preview Image Node (ESC to Exit),ops\nodetree\nodetree_preview_selected_image.py:12
property_name,属性名,预设名称,Preset Name,ops\other\other_addon_filter.py:10
property_name,属性名,预设类型,Preset Type,ops\nodetree\nodetree_color_curve_tools.py:57
property_name,属性名,颜色,Color,ops\view3d\view3d_mesh_topology_hud.py:129
property_desc,属性描述,颜色 RGB 距离阈值，0为完全一致,"RGB distance threshold for colors, 0 = exact match",ops\view3d\view3d_obj_filter_batch_selector.py:82
property_name,属性名,颜色值,Color Value,ops\view3d\view3d_mesh_attribute_tool.py:14
property_desc,属性描述,颜色匹配的容差阈值（0为完全一致，越大越宽松）,"Tolerance for color matching (0 = exact, larger = more lenient)",ops\view3d\view3d_mesh_vertex_color_tool.py:33
property_desc,属性描述,颜色应用的混合方式,Blend method for color application,ops\view3d\view3d_mesh_vertex_color_tool.py:19
property_name,属性名,颜色数量,Color Count,ops\other\other_material_dye_tool.py:62
button_text,Operator 按钮文本,颜色渐变工具,Color Ramp Tools,menu\nodetree_mt.py:96
draw_label,Panel 标签,飞尘增山，雾霭盈海，非常感谢您使用本插件,"Dust piles into mountains, mist gathers into oceans — thank you for using this add-on",addon_prefs.py:46
button_text,Operator 按钮文本,首字母大写,Capitalize First Letter,menu\texteditor_mt.py:34; menu\texteditor_mt.py:34
button_text,Operator 按钮文本,高级变换,Advanced Transform,menu\nodetree_mt.py:162; menu\nodetree_mt.py:162
property_name,属性名,麦克风,Microphone,ops\other\other_addon_pack.py:227
draw_label,Panel 标签,（当前未启用）,(currently disabled),utils\keymap_utils.py:74
